image_path,true_label,status_code,predicted_label,response_json
data\processed\PetImages_224_split\test\Dog\10779.jpg,Dog,200,"{'probabilities': [0.047874610871076584, 0.9521253705024719], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.047874610871076584, 0.9521253705024719], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10780.jpg,Dog,200,"{'probabilities': [0.19336062669754028, 0.8066394329071045], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.19336062669754028, 0.8066394329071045], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10781.jpg,Dog,200,"{'probabilities': [0.04472756385803223, 0.955272376537323], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.04472756385803223, 0.955272376537323], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10787.jpg,Dog,200,"{'probabilities': [0.39180782437324524, 0.6081921458244324], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.39180782437324524, 0.6081921458244324], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1079.jpg,Dog,200,"{'probabilities': [0.4637804627418518, 0.5362194776535034], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.4637804627418518, 0.5362194776535034], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10795.jpg,Dog,200,"{'probabilities': [0.12674950063228607, 0.873250424861908], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.12674950063228607, 0.873250424861908], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10799.jpg,Dog,200,"{'probabilities': [0.001910493359901011, 0.9980894923210144], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.001910493359901011, 0.9980894923210144], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10803.jpg,Dog,200,"{'probabilities': [0.6323683857917786, 0.3676316440105438], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.6323683857917786, 0.3676316440105438], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10817.jpg,Dog,200,"{'probabilities': [0.18068678677082062, 0.8193132281303406], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.18068678677082062, 0.8193132281303406], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10886.jpg,Dog,200,"{'probabilities': [0.5729289650917053, 0.4270710349082947], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.5729289650917053, 0.4270710349082947], ""predicted_class"": 0, ""predicted_label"": null}]}"
